Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Count,Latitude,Longitude
RUBEN,DOG,AUST SHEPHERD,RED MERLE,Neutered,MED,7/20/2017,K18-029176,COOLER,A374852,7/20/2018,7/25/2018,5,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,*PETALUMA,*ROHNERT PARK,94928.0,1,38.34246,-122.71181
WALTER,DOG,ANATOL SHEPHERD/MIX,TAN/WHITE,Neutered,LARGE,2/4/2019,K20-035252,DA21,A395956,2/4/2020,2/4/2020,0,STRAY,FIELD,RTOS,,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95404.0,1,38.43807,-122.71247
SHADOW,CAT,DOMESTIC MH,BLACK,Spayed,SMALL,2/3/2015,K22-040648,SMM,A409547,2/3/2022,2/8/2022,5,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
,CAT,DOMESTIC SH,BRN TABBY,Unknown,SMALL,,K18-027305,CS06,A368879,2/16/2018,2/20/2018,4,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,HEALTHY,TREATABLE/MANAGEABLE,COUNTY,SANTA ROSA,95403.0,1,38.51311,-122.75502
BANDITO,CAT,DOMESTIC SH,SLVR TABBY/WHITE,Neutered,KITTN,5/3/2016,K16-020284,LOBBY,A340820,8/13/2016,8/19/2016,6,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403.0,1,38.51311,-122.75502
ZEKE,DOG,ENG COONHOUND/MIX,WHITE/TAN,Neutered,LARGE,9/13/2018,K22-042164,DA09,A413247,8/5/2022,8/5/2022,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,COUNTY,COUNTY,95404.0,1,38.43807,-122.71247
*TIGGER,DOG,GERM SHEPHERD,TAN/BLACK,Spayed,LARGE,2/28/2018,K19-032751,DA35,A389056,6/26/2019,9/6/2019,72,STRAY,PRIV_SHELT,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95405.0,1,38.44473,-122.68655
KLEO,DOG,SIBERIAN HUSKY,BLACK/WHITE,Female,MED,1/31/2018,K20-034965,DS75,A382440,1/2/2020,1/22/2020,20,STRAY,OVER THE COUNTER,RTOS,,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95407.0,1,38.41483,-122.72707
,CAT,MANX,BROWN,Male,SMALL,3/7/2011,K14-007990,CA03,A303685,3/7/2014,3/11/2014,4,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403.0,1,38.51311,-122.75502
BLUE CHROME,DOG,CANE CORSO,BLUE/WHITE,Male,LARGE,7/10/2014,K19-032124,TRUCK,A324218,5/6/2019,5/6/2019,0,CONFISCATE,FLD_ARREST,RETURN TO OWNER,FLD_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
TYSON,DOG,ROTTWEILER,BLACK/BROWN,Male,MED,10/5/2013,K19-034024,TRUCK,A392066,10/5/2019,10/5/2019,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95407.0,1,38.41483,-122.72707
B.B.,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,8/21/2016,K17-024836,CA02,A356749,8/12/2017,9/16/2017,35,OWNER SURRENDER,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,1,38.45663,-122.72292
AUGGIE,DOG,BORDER COLLIE,BLACK/WHITE,Female,MED,,K16-019363,TRUCK,A338614,6/21/2016,6/21/2016,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,95476.0,1,38.29188,-122.45728
ROCCO,DOG,PIT BULL,WHITE/GRAY,Neutered,PUPPY,12/20/2016,K17-022793,DS93,A349481,3/14/2017,3/16/2017,2,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,1,38.41483,-122.72707
BRUTUS,DOG,AUST CATTLE DOG,BLUE,Neutered,MED,8/18/2013,K15-015300,DA39,A313963,8/7/2015,8/15/2015,8,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928.0,1,38.34246,-122.71181
HEIDI,DOG,AUST SHEPHERD/MIX,TRICOLOR,Spayed,MED,6/23/2007,K17-025597,RECEIVING,A216304,10/6/2017,10/6/2017,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,TREATABLE/MANAGEABLE,SANTA ROSA,*ROHNERT PARK,94928.0,1,38.34246,-122.71181
MOLLY,DOG,CHIHUAHUA LH,WHITE/GRAY,Spayed,SMALL,6/4/2007,K19-032450,CS04,A387975,6/4/2019,6/8/2019,4,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
*NED,DOG,GERM SHEPHERD/MIX,BLACK/BROWN,Neutered,PUPPY,4/6/2022,K22-041869,DA46,A412320,7/6/2022,7/30/2022,24,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492.0,1,38.54938,-122.81321
*TINKERBELL,CAT,DOMESTIC SH,ORANGE,Spayed,KITTN,9/14/2019,K19-034431,LOBBY,A393514,11/6/2019,11/16/2019,10,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*HEALDSBURG,95448.0,1,38.61064,-122.86883
*BUTTERCUP,CAT,DOMESTIC SH,GRAY,Spayed,SMALL,3/30/2018,K18-028558,WESTFARM,A373560,6/5/2018,6/30/2018,25,STRAY,FIELD,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403.0,1,38.51311,-122.75502
KITA,DOG,PIT BULL,TAN/WHITE,Spayed,LARGE,3/8/2015,K18-028005,DA44,A369097,4/25/2018,5/5/2018,10,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,OUT OF COUNTY,SANTA ROSA,95409.0,1,38.46417,-122.67071
,CAT,DOMESTIC SH,BRN TABBY/WHITE,Unknown,KITTN,7/28/2019,K19-033496,RECEIVING,A390986,8/28/2019,8/28/2019,0,STRAY,OVER THE COUNTER,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
JAKE,DOG,PIT BULL,BROWN/WHITE,Neutered,MED,9/4/2016,K18-030714,DQ109,A349302,11/25/2018,11/27/2018,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95407.0,1,38.41483,-122.72707
REX,CAT,SIAMESE,SEAL PT,Neutered,SMALL,4/24/2015,K16-020965,CA02,A343038,9/30/2016,11/4/2016,35,STRAY,FIELD,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95476.0,1,38.29188,-122.45728
ZARA,DOG,GERM SHEPHERD,BLACK/TAN,Female,MED,8/6/2019,K22-042633,DA24,A395391,9/27/2022,9/28/2022,1,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,HEALTHY,HEALTHY,COUNTY,COUNTY,95425.0,1,38.8063,-123.01785
*DANIKA,CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,4/15/2021,K21-038821,WESTFARM,A405405,6/16/2021,6/25/2021,9,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95446.0,1,38.50204,-122.99739
,CAT,DOMESTIC SH,BLACK/WHITE,Unknown,SMALL,,K14-007520,CS05,A302174,1/30/2014,2/4/2014,5,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403.0,1,38.51311,-122.75502
MADDIE,DOG,LABRADOR RETR,BLACK,Spayed,MED,9/4/2007,K16-019732,DS57,A281568,7/11/2016,7/12/2016,1,STRAY,FIELD,RETURN TO OWNER,FLD_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95404.0,1,38.43807,-122.71247
LOKI,DOG,LABRADOR RETR/MIX,BLACK,Neutered,LARGE,11/10/2010,K16-018604,TRUCK,A284741,4/25/2016,4/25/2016,0,STRAY,FIELD,RETURN TO OWNER,,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404.0,1,38.43807,-122.71247
*STAR,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,9/8/2019,K19-033643,LOBBY,A391230,9/9/2019,11/27/2019,79,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404.0,1,38.43807,-122.71247
HANNAH BELL,DOG,PIT BULL,WHITE/TAN,Spayed,LARGE,12/27/2013,K16-021951,DS76,A346435,12/19/2016,12/27/2016,8,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_NOTICE,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,1,38.45663,-122.72292
*CLAUDE,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,8/24/2017,K17-024990,LOBBY,A357598,8/24/2017,11/3/2017,71,STRAY,BORN_HERE,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95448.0,1,38.61064,-122.86883
*FERGUS,DOG,LHASA APSO/MIX,WHITE,Neutered,MED,4/10/2008,K15-013405,DA07,A319647,4/1/2015,4/15/2015,14,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,*WINDSOR,95492.0,1,38.54938,-122.81321
BUZZ,DOG,PARSON RUSS TER/MIX,TAN/WHITE,Male,SMALL,11/7/2012,K19-034954,DS85,A299196,12/31/2019,12/31/2019,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,HEALTHY,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
,CAT,DOMESTIC SH,BLUE CREAM/TORTIE,Female,KITTN,,K18-028934,CS06,A374459,7/5/2018,7/10/2018,5,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,*SONOMA,SANTA ROSA,95403.0,1,38.51311,-122.75502
,DOG,POODLE MIN/MIX,BLACK/WHITE,Male,SMALL,4/23/2019,K20-035731,TX,A397183,4/20/2020,4/25/2020,5,STRAY,VET_HOSP,TRANSFER,DOGWOOD,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
BEAU,DOG,MALTESE/POODLE MIN,WHITE,Neutered,SMALL,11/20/2011,K16-017462,DA03,A287792,1/14/2016,2/11/2016,28,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,1,38.45663,-122.72292
,CAT,DOMESTIC MH,GRAY TABBY,Unknown,SMALL,2/28/2019,K20-035470,CS06,A396447,2/28/2020,2/28/2020,0,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95403.0,1,38.51311,-122.75502
ABEL,DOG,RHOD RIDGEBACK/MIX,BROWN,Neutered,LARGE,1/4/2005,K14-011035,DS78,A312316,9/29/2014,10/7/2014,8,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94558.0,1,38.32978,-122.32726
,DOG,GERM SHEPHERD,BLACK/TAN,Male,LARGE,10/3/2016,K17-025586,DS69,A362289,10/5/2017,10/12/2017,7,STRAY,OVER THE COUNTER,TRANSFER,,UNKNOWN,HEALTHY,SANTA ROSA,OUT OF COUNTY,94947.0,1,38.10139,-122.57809
SAM,CAT,HIMALAYAN,FLAME PT,Neutered,SMALL,5/1/2001,K14-011230,TX,A312694,10/13/2014,10/16/2014,3,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405.0,1,38.44473,-122.68655
*SQUIRT,CAT,DOMESTIC SH,BRN TIGER/TAN,Female,KITTN,7/5/2019,K19-033364,SMM,A390475,8/18/2019,10/2/2019,45,STRAY,FIELD,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,COUNTY,*WINDSOR,95492.0,1,38.54938,-122.81321
*CHARLIE,DOG,CHIHUAHUA SH,WHITE,Neutered,SMALL,8/9/2011,K17-024649,DA47,A356360,8/1/2017,8/19/2017,18,STRAY,FIELD,ADOPTION,REFERRAL-O,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95446.0,1,38.50204,-122.99739
MACY,DOG,BORDER COLLIE/MIX,BLACK/WHITE,Spayed,MED,2/14/2013,K19-034039,DA25,A333170,10/7/2019,10/8/2019,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,1,38.41483,-122.72707
*KENDALL,DOG,PIT BULL/MIX,BLACK/WHITE,Spayed,MED,2/18/2019,K19-034419,DA07,A393501,11/5/2019,11/21/2019,16,STRAY,FIELD,ADOPTION,WALKIN,UNKNOWN,PENDING,COUNTY,*WINDSOR,95492.0,1,38.54938,-122.81321
TANGY,DOG,AUST KELPIE/MIX,RED,Female,LARGE,1/24/2014,K17-022322,DI097,A347529,1/24/2017,3/4/2017,39,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,95443.0,1,39.02627,-122.73209
*ALEX,CAT,DOMESTIC SH,GRAY,Neutered,KITTN,5/26/2017,K17-024554,LOBBY,A355967,7/26/2017,8/2/2017,7,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95404.0,1,38.43807,-122.71247
*SEBASTIAN,DOG,CHIHUAHUA SH/DACHSHUND,TAN/WHITE,Neutered,SMALL,7/2/2017,K19-032560,DA02,A388167,6/11/2019,7/24/2019,43,STRAY,PRIV_SHELT,TRANSFER,NBAS,HEALTHY,HEALTHY,COUNTY,*PETALUMA,94952.0,1,38.23262,-122.64426
,CAT,DOMESTIC SH,BLACK,Unknown,KITTN,3/29/2019,K19-032807,CS06,A389126,6/29/2019,7/9/2019,10,STRAY,FIELD,TRANSFER,FORGOTTEN,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
*DAMON,DOG,PIT BULL,WHITE/TAN,Neutered,PUPPY,7/17/2014,K14-010826,DA07,A311666,9/17/2014,9/27/2014,10,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492.0,1,38.54938,-122.81321
KRACKER JACK,DOG,BOXER,WHITE,Male,LARGE,4/13/2007,K16-018358,DS66,A335268,4/7/2016,4/13/2016,6,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_WEB,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,*CLOVERDALE,95425.0,1,38.8063,-123.01785
*MURRAY,CAT,DOMESTIC LH,ORG TABBY,Neutered,KITTN,6/1/2016,K16-020159,TX,A340607,8/6/2016,8/23/2016,17,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,TREATABLE/REHAB,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
LADY,DOG,MALTESE/POODLE MIN,GRAY,Spayed,SMALL,11/21/2000,K14-011799,DS63,A314125,11/21/2014,11/21/2014,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
RUBY,CAT,DOMESTIC SH,GRAY/WHITE,Female,SMALL,9/1/2007,K15-015705,CA02,A326445,8/29/2015,9/3/2015,5,CONFISCATE,FLD_CRUEL,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95450.0,1,38.44974,-123.11524
DAKOTA,DOG,DACHSHUND,TAN/BLACK,Spayed,SMALL,9/6/2014,K16-020341,DA47,A341152,8/18/2016,9/13/2016,26,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,37664.0,1,36.53393,-82.52982
RUBY,DOG,MIN PINSCHER,CHOCOLATE/RED,Spayed,SMALL,7/1/2015,K16-022076,DA48,A346874,12/31/2016,1/11/2017,11,STRAY,FIELD,ADOPTION,REFERRAL,HEALTHY,HEALTHY,*WINDSOR,*WINDSOR,95492.0,1,38.54938,-122.81321
CHENCHO,DOG,CHIHUAHUA SH/MIX,TAN/WHITE,Neutered,SMALL,8/22/2012,K14-007429,DS50,A301899,1/21/2014,1/23/2014,2,STRAY,FIELD,RETURN TO OWNER,RETURN TO OWNER,HEALTHY,HEALTHY,*WINDSOR,*WINDSOR,95492.0,1,38.54938,-122.81321
*NUGGET,DOG,CHIHUAHUA SH,FAWN,Neutered,SMALL,4/10/2017,K21-038151,DA01,A403375,3/29/2021,6/10/2021,73,STRAY,FIELD,ADOPTION,SCAS WEB,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,COUNTY,95407.0,1,38.41483,-122.72707
,CAT,DOMESTIC SH,WHITE/BLACK,Unknown,SMALL,,K19-034765,CS06,A394248,12/6/2019,12/10/2019,4,STRAY,FIELD,TRANSFER,FORGOTTEN,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
*NAPOLEON,DOG,POMERANIAN,BROWN,Neutered,SMALL,7/14/2011,K21-038640,DA22,A405081,5/28/2021,7/31/2021,64,STRAY,PHONE,TRANSFER,SCCAS,UNKNOWN,TREATABLE/MANAGEABLE,SANTA ROSA,OUT OF COUNTY,95062.0,1,36.97542,-122.01027
DASH,DOG,DACHSHUND,BROWN,Neutered,TOY,12/9/2010,K14-012010,DS49,A314731,12/9/2014,12/9/2014,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404.0,1,38.43807,-122.71247
HOT POCKET,DOG,AKITA/MIX,TAN/BLACK,Female,LARGE,,K16-022050,DS62,A346818,12/29/2016,1/23/2017,25,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,HEALTHY,UNTREATABLE,SANTA ROSA,*WINDSOR,95492.0,1,38.54938,-122.81321
,CAT,ABYSSINIAN,BLACK,Unknown,KITTN,,K21-039775,RECEIVING,A406982,10/1/2021,10/1/2021,0,STRAY,OVER THE COUNTER,TRANSFER,PETLUMA PP,UNKNOWN,HEALTHY,COUNTY,*PETALUMA,94952.0,1,38.23262,-122.64426
RYDER,DOG,GERM SHEPHERD,BLACK,Spayed,MED,9/29/2015,K19-031779,TRUCK,A343002,3/27/2019,3/27/2019,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,*WINDSOR,*WINDSOR,95492.0,1,38.54938,-122.81321
AXLE,DOG,PARSON RUSS TER,TRICOLOR,Male,SMALL,11/12/2018,K19-033706,DS55,A391320,9/12/2019,9/13/2019,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,COUNTY,COUNTY,95446.0,1,38.50204,-122.99739
,CAT,DOMESTIC MH,BLACK/WHITE,Male,KITTN,5/3/2015,K15-014284,CI02,A322632,6/3/2015,6/28/2015,25,STRAY,COMM CAT,DIED,IN KENNEL,UNTREATABLE,DEAD,COUNTY,COUNTY,95403.0,1,38.51311,-122.75502
VIOLET,DOG,PIT BULL,WHITE/GRAY,Spayed,LARGE,7/8/2014,K15-014823,DA32,A324121,7/8/2015,8/15/2015,38,STRAY,PRIV_SHELT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95446.0,1,38.50204,-122.99739
JOEY,DOG,LHASA APSO/MIX,TAN,Neutered,MED,3/18/2008,K14-007831,DA43,A231721,2/22/2014,3/18/2014,24,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95405.0,1,38.44473,-122.68655
CRICKET,DOG,AMERICAN STAFF,TAN/WHITE,Male,LARGE,,K21-039972,DQ111,A407400,10/25/2021,10/26/2021,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_NOTICE,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401.0,1,38.45663,-122.72292
ANGEL,DOG,DACHSHUND/CHIHUAHUA SH,BLACK/TAN,Female,SMALL,11/22/2013,K22-042556,DS56,A364864,9/17/2022,9/20/2022,3,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,PENDING,SANTA ROSA,SANTA ROSA,95401.0,1,38.45663,-122.72292
MARLEY,DOG,LABRADOR RETR,CHOCOLATE,Neutered,LARGE,5/31/2011,K17-023704,DA21,A353440,5/31/2017,6/1/2017,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409.0,1,38.46417,-122.67071
CATARA,CAT,DOMESTIC SH,GRAY TABBY,Unknown,SMALL,,K22-042498,TRUCK,A413229,9/12/2022,9/12/2022,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,,COUNTY,COUNTY,95442.0,1,38.36279,-122.5247
RINGO,DOG,GOLDEN RETR,GOLD,Neutered,LARGE,1/8/2008,K15-012365,DS66,A315628,1/8/2015,1/8/2015,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_IDTAG,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404.0,1,38.43807,-122.71247
KERMIT,DOG,POODLE MIN,CHOCOLATE,Male,SMALL,,K16-019813,DS92,A339761,7/15/2016,7/15/2016,0,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_NOTICE,HEALTHY,HEALTHY,COUNTY,COUNTY,95448.0,1,38.61064,-122.86883
FRODO,DOG,GERM SHEPHERD/MIX,TAN/BLACK,Neutered,MED,12/21/2015,K18-027673,DA08,A370476,3/27/2018,7/25/2018,120,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409.0,1,38.46417,-122.67071
*DARIA,DOG,CHIHUAHUA SH,TAN,Female,SMALL,5/3/2011,K22-041227,DS73,A411281,4/28/2022,11/2/2022,188,CONFISCATE,FLD_CRUEL,TRANSFER,MUTTVILLE,UNKNOWN,HEALTHY,COUNTY,OUT OF COUNTY,94103.0,1,37.77672,-122.40779
KODA LEE,DOG,PIT BULL,BROWN/WHITE,Neutered,LARGE,4/7/2010,K14-008196,DA15,A304635,3/26/2014,5/29/2014,64,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95422.0,1,38.95072,-122.62237
OSA,DOG,PARSON RUSS TER/MIX,BLACK/BROWN,Spayed,MED,11/3/2014,K16-021459,DS66,A344720,11/4/2016,11/4/2016,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_NOTICE,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,1,38.45663,-122.72292
DOMINO,DOG,PARSON RUSS TER,WHITE/BROWN,Spayed,SMALL,1/1/2006,K19-034787,TX,A041060,12/9/2019,12/10/2019,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95404.0,1,38.43807,-122.71247
SMOKEY,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,5/18/2016,K16-019608,LOBBY,A339299,7/6/2016,7/22/2016,16,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,1,38.45663,-122.72292
SASSY,DOG,PIT BULL/MIX,BLACK/WHITE,Spayed,LARGE,3/3/2014,K18-029302,DA02,A375078,7/31/2018,3/21/2019,233,TRANSFER,PRIV_SHELT,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,OUT OF COUNTY,*ROHNERT PARK,94928.0,1,38.34246,-122.71181
MOLLY,DOG,PUG/BEAGLE,TAN/BLACK,Spayed,SMALL,,K18-028918,DS54,A262644,7/5/2018,7/5/2018,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409.0,1,38.46417,-122.67071
*MURRAY,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,7/25/2021,K21-039734,LOBBY,A406913,9/25/2021,12/9/2021,75,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95404.0,1,38.43807,-122.71247
*BAGERA,DOG,GERM SHEPHERD,BLACK/TAN,Neutered,PUPPY,7/25/2019,K19-033853,DA39,A391747,9/25/2019,10/5/2019,10,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,OUT OF COUNTY,OUT OF COUNTY,95641.0,1,38.16214,-121.61021
*BAILEY,CAT,DOMESTIC LH,WHITE/GRAY,Neutered,KITTN,3/29/2017,K17-022983,WESTFARM,A350379,3/31/2017,6/13/2017,74,STRAY,FIELD,ADOPTION,WESTFARM,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95441.0,1,38.70646,-122.90408
*BRODY,DOG,PIT BULL,GRAY,Neutered,LARGE,10/29/2013,K15-016311,DA31,A328080,10/8/2015,5/27/2016,232,STRAY,FIELD,ADOPTION,FACEBOOK,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94533.0,1,38.24924,-122.0443
ROBERT,CAT,DOMESTIC SH,FLAME PT,Neutered,SMALL,,K18-029486,LOBBY,A063413,8/15/2018,8/21/2018,6,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95405.0,1,38.44473,-122.68655
HUNTER,DOG,GERM SHEPHERD/POINTER,BROWN/WHITE,Neutered,LARGE,2/8/2016,K16-018373,DA46,A335354,4/7/2016,4/14/2016,7,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405.0,1,38.44473,-122.68655
